00.11.054,-49,-67,-47,-41,-55,-59,-41,-65,-65,-55,-63,-55,-37,-59,-59,-75,-65,-71,-51,-61,-55,-41,-43,-61,-71,-61,-41,-59
00.11.054,-53,-73,-63,-57,-59,-67,-49,-79,-79,-61,-73,-63,-41,-59,-65,-75,-67,-79,-59,-61,-63,-53,-57,-73,-79,-77,-63,-55
00.11.054,-45,-69,-45,-41,-55,-67,-47,-65,-61,-41,-57,-57,-33,-53,-65,-75,-63,-69,-59,-47,-61,-39,-41,-65,-79,-77,-63,-61
00.11.054,-57,-73,-45,-41,-57,-67,-53,-73,-67,-49,-61,-47,-43,-53,-65,-73,-65,-81,-45,-49,-61,-45,-45,-65,-79,-67,-63,-55
00.11.054,-47,-75,-43,-43,-59,-65,-47,-67,-69,-47,-69,-47,-45,-43,-67,-79,-69,-77,-53,-47,-57,-43,-49,-73,-79,-69,-65,-47
00.11.054,-43,-71,-43,-47,-55,-65,-47,-67,-65,-51,-69,-47,-45,-37,-67,-79,-63,-77,-53,-47,-57,-47,-41,-71,-79,-75,-59,-47
00.11.054,-51,-71,-63,-55,-63,-71,-61,-73,-69,-59,-65,-53,-51,-43,-69,-75,-73,-77,-63,-51,-71,-49,-49,-69,-75,-69,-65,-51
00.11.054,-49,-73,-63,-47,-63,-65,-61,-75,-67,-57,-65,-53,-47,-45,-61,-75,-63,-77,-51,-51,-71,-43,-45,-63,-77,-67,-59,-51
00.11.054,-59,-73,-41,-47,-59,-65,-49,-67,-67,-47,-57,-57,-33,-47,-67,-71,-61,-75,-49,-51,-49,-59,-41,-61,-77,-67,-59,-49
00.11.054,-47,-73,-43,-57,-57,-59,-51,-73,-67,-49,-71,-57,-39,-49,-59,-71,-61,-73,-59,-67,-65,-47,-49,-63,-73,-59,-59,-53
00.11.054,-53,-73,-45,-49,-63,-59,-59,-73,-55,-45,-59,-59,-41,-43,-67,-71,-49,-73,-45,-57,-67,-43,-43,-63,-73,-59,-59,-53
00.11.054,-47,-73,-41,-59,-61,-59,-51,-73,-63,-45,-59,-63,-47,-41,-53,-71,-59,-69,-65,-61,-63,-47,-49,-63,-75,-59,-59,-57
00.11.054,-55,-71,-47,-49,-63,-61,-63,-73,-65,-49,-59,-61,-47,-43,-63,-69,-59,-75,-49,-53,-61,-45,-47,-67,-81,-63,-61,-51
00.11.054,-53,-71,-43,-49,-55,-59,-61,-73,-63,-47,-57,-59,-45,-41,-61,-63,-51,-75,-49,-53,-61,-43,-47,-61,-81,-47,-59,-47
00.11.054,-49,-71,-43,-59,-55,-59,-53,-73,-59,-49,-59,-59,-39,-41,-55,-73,-51,-65,-63,-55,-63,-49,-51,-67,-81,-63,-59,-55
00.11.054,-53,-71,-45,-53,-61,-59,-61,-73,-61,-49,-55,-61,-47,-41,-63,-77,-61,-77,-47,-55,-61,-45,-49,-67,-81,-63,-59,-51
00.11.054,-47,-71,-43,-43,-55,-59,-49,-67,-51,-49,-63,-49,-51,-45,-59,-77,-65,-71,-49,-53,-63,-41,-45,-65,-81,-63,-59,-49
00.11.054,-47,-71,-59,-47,-51,-61,-49,-67,-63,-51,-61,-43,-39,-45,-65,-77,-59,-71,-57,-47,-55,-43,-41,-67,-81,-61,-59,-45
00.11.054,-55,-71,-47,-43,-53,-61,-47,-67,-63,-65,-61,-49,-61,-49,-65,-77,-63,-71,-59,-43,-63,-41,-45,-67,-81,-61,-59,-49
00.11.054,-53,-73,-43,-49,-55,-57,-53,-65,-63,-43,-59,-49,-37,-49,-55,-73,-55,-75,-57,-55,-51,-45,-49,-61,-75,-65,-57,-47
00.11.054,-57,-67,-57,-41,-47,-67,-47,-53,-57,-43,-61,-55,-33,-53,-67,-71,-63,-67,-51,-59,-63,-47,-39,-61,-77,-67,-63,-45
00.11.054,-61,-73,-53,-49,-63,-65,-53,-53,-63,-59,-59,-55,-43,-53,-63,-71,-67,-73,-61,-51,-57,-45,-39,-63,-75,-65,-59,-49
00.11.054,-49,-73,-47,-41,-57,-47,-55,-63,-53,-61,-57,-57,-41,-53,-65,-65,-53,-69,-59,-57,-51,-49,-45,-59,-69,-65,-59,-49
00.11.054,-53,-73,-59,-43,-57,-71,-55,-71,-61,-53,-63,-55,-43,-47,-63,-65,-63,-69,-57,-49,-57,-45,-43,-65,-69,-65,-59,-47
00.11.054,-53,-73,-59,-51,-49,-71,-57,-71,-63,-53,-57,-69,-43,-47,-63,-65,-51,-63,-49,-63,-63,-59,-47,-53,-69,-65,-59,-45
00.11.054,-51,-73,-49,-47,-51,-43,-51,-71,-61,-45,-61,-59,-23,-47,-43,-63,-51,-67,-65,-51,-51,-43,-43,-57,-69,-65,-59,-51
00.11.054,-47,-63,-47,-39,-59,-67,-45,-71,-61,-43,-59,-59,-45,-43,-51,-73,-53,-69,-51,-45,-49,-45,-43,-61,-73,-63,-59,-45
00.11.054,-41,-63,-51,-45,-47,-53,-49,-61,-63,-47,-59,-51,-49,-53,-51,-67,-51,-65,-47,-47,-49,-43,-43,-53,-65,-63,-51,-47
00.11.054,-49,-65,-43,-45,-51,-57,-65,-67,-65,-45,-61,-49,-41,-57,-51,-73,-63,-73,-49,-57,-51,-51,-43,-67,-73,-57,-51,-49
00.11.054,-45,-69,-51,-45,-53,-61,-41,-71,-63,-49,-61,-61,-43,-49,-65,-77,-71,-71,-43,-55,-63,-43,-55,-57,-75,-65,-61,-59
00.11.054,-49,-69,-45,-41,-53,-61,-49,-71,-61,-51,-67,-51,-39,-47,-59,-77,-63,-77,-49,-49,-57,-45,-45,-57,-69,-65,-61,-47
00.11.054,-51,-65,-47,-45,-51,-57,-47,-67,-67,-51,-59,-53,-45,-49,-57,-63,-55,-77,-61,-57,-59,-55,-47,-57,-71,-61,-51,-55
00.11.054,-57,-77,-59,-49,-59,-61,-59,-77,-77,-55,-67,-61,-41,-55,-63,-81,-69,-71,-53,-51,-61,-49,-47,-81,-81,-73,-67,-57
00.11.065,-75,-49,-67,-71,-67,-59,-83,-43,-59,-73,-67,-63,-69,-65,-53,-31,-59,-43,-77,-67,-65,-59,-73,-59,-43,-55,-47,-69
00.11.065,-73,-49,-69,-71,-61,-67,-77,-47,-63,-65,-73,-71,-69,-67,-63,-31,-63,-43,-67,-69,-63,-59,-67,-57,-43,-57,-57,-59
00.11.065,-79,-61,-71,-71,-71,-59,-79,-41,-63,-69,-67,-67,-71,-67,-57,-29,-55,-49,-73,-73,-69,-63,-79,-65,-45,-57,-53,-61
00.11.065,-71,-61,-73,-67,-63,-61,-69,-39,-57,-69,-65,-71,-71,-61,-57,-33,-49,-25,-69,-65,-67,-51,-73,-53,-39,-47,-51,-59
00.11.065,-77,-45,-75,-73,-69,-71,-75,-43,-67,-71,-61,-67,-79,-73,-57,-43,-53,-39,-73,-73,-67,-63,-67,-51,-27,-55,-49,-67
00.11.065,-79,-49,-77,-75,-69,-71,-77,-45,-63,-73,-73,-73,-79,-65,-55,-43,-65,-41,-69,-75,-63,-61,-71,-61,-25,-61,-49,-61
00.11.065,-69,-39,-65,-69,-69,-43,-67,-43,-49,-73,-63,-65,-65,-61,-53,-47,-51,-45,-67,-67,-61,-55,-61,-57,-41,-47,-41,-53
00.11.065,-83,-53,-81,-81,-77,-65,-81,-41,-63,-81,-81,-73,-79,-71,-49,-41,-61,-47,-79,-81,-69,-73,-75,-67,-43,-61,-61,-71
00.11.065,-83,-53,-81,-81,-77,-65,-81,-49,-63,-75,-81,-73,-79,-71,-49,-41,-61,-47,-79,-81,-69,-65,-75,-67,-63,-61,-61,-71
00.11.065,-73,-41,-71,-65,-63,-59,-67,-37,-53,-69,-61,-67,-65,-65,-49,-37,-51,-35,-75,-65,-61,-57,-69,-47,-41,-57,-61,-53
00.11.065,-71,-41,-69,-71,-63,-61,-75,-37,-65,-71,-69,-63,-79,-71,-51,-39,-49,-37,-73,-71,-57,-57,-69,-49,-39,-61,-51,-59
00.11.065,-69,-47,-71,-67,-57,-57,-71,-23,-51,-59,-63,-59,-65,-59,-51,-37,-47,-37,-65,-71,-49,-55,-63,-49,-33,-45,-51,-49
00.11.065,-69,-43,-79,-67,-67,-57,-75,-47,-61,-73,-67,-63,-69,-59,-51,-43,-49,-37,-83,-75,-65,-57,-65,-45,-41,-61,-55,-65
00.11.065,-81,-69,-85,-83,-81,-79,-81,-41,-75,-73,-85,-75,-81,-59,-67,-51,-71,-47,-83,-81,-75,-69,-79,-65,-47,-71,-67,-77
00.11.065,-75,-59,-69,-81,-73,-69,-69,-49,-69,-81,-75,-65,-65,-81,-67,-45,-61,-41,-79,-69,-65,-69,-71,-67,-47,-63,-61,-47
00.11.065,-71,-51,-81,-71,-63,-65,-83,-45,-57,-77,-67,-63,-75,-67,-47,-35,-51,-39,-77,-75,-65,-61,-67,-63,-39,-57,-61,-67
00.11.065,-71,-57,-81,-71,-63,-65,-83,-49,-57,-77,-67,-63,-75,-67,-47,-43,-51,-39,-77,-75,-65,-61,-67,-63,-39,-57,-61,-67
00.11.065,-71,-57,-81,-71,-63,-65,-83,-47,-57,-77,-67,-63,-75,-67,-47,-43,-67,-43,-77,-75,-65,-61,-67,-49,-41,-67,-61,-67
00.11.065,-75,-51,-69,-73,-71,-59,-73,-45,-57,-79,-71,-69,-67,-77,-57,-35,-69,-35,-73,-67,-63,-65,-63,-61,-41,-51,-47,-49
00.11.065,-79,-51,-75,-81,-65,-69,-83,-51,-63,-79,-73,-65,-79,-65,-45,-37,-67,-43,-73,-79,-67,-63,-71,-63,-43,-65,-61,-67
00.11.065,-77,-55,-73,-73,-71,-71,-83,-53,-65,-73,-73,-69,-81,-67,-63,-33,-65,-43,-79,-73,-65,-65,-67,-59,-41,-71,-59,-65
00.11.065,-77,-47,-73,-73,-71,-71,-83,-47,-65,-73,-73,-69,-81,-67,-63,-39,-65,-41,-79,-73,-65,-65,-67,-59,-47,-71,-59,-65
00.11.065,-71,-45,-71,-71,-71,-71,-75,-37,-63,-69,-67,-67,-75,-67,-57,-41,-59,-29,-75,-71,-63,-61,-67,-59,-47,-53,-57,-59
00.11.065,-81,-61,-73,-81,-69,-71,-77,-57,-67,-79,-75,-69,-73,-71,-61,-47,-67,-35,-73,-77,-75,-67,-77,-59,-39,-65,-53,-77
00.11.065,-71,-45,-73,-65,-53,-57,-71,-39,-55,-65,-69,-67,-67,-67,-47,-39,-47,-21,-67,-73,-59,-49,-63,-55,-41,-59,-47,-53
00.11.065,-77,-55,-63,-73,-75,-61,-77,-39,-55,-75,-63,-65,-77,-63,-55,-41,-57,-35,-65,-75,-63,-65,-71,-55,-55,-57,-55,-67
00.11.065,-73,-53,-75,-69,-67,-63,-77,-49,-61,-77,-71,-77,-75,-65,-55,-43,-59,-45,-77,-75,-69,-61,-67,-57,-21,-57,-59,-61
00.11.065,-69,-57,-75,-69,-63,-63,-73,-45,-59,-69,-65,-61,-67,-63,-59,-29,-59,-41,-77,-65,-59,-51,-65,-55,-19,-57,-47,-59
00.11.065,-75,-53,-69,-69,-71,-55,-79,-39,-53,-71,-59,-57,-81,-61,-59,-73,-61,-41,-73,-71,-57,-57,-63,-51,-47,-53,-53,-61
00.11.065,-75,-43,-71,-67,-63,-61,-79,-43,-67,-69,-65,-71,-75,-69,-49,-33,-55,-43,-73,-75,-67,-57,-71,-57,-27,-49,-45,-61
00.11.065,-75,-53,-73,-73,-63,-61,-77,-45,-67,-69,-67,-61,-75,-69,-53,-53,-55,-39,-73,-75,-67,-61,-67,-61,-39,-61,-45,-61
00.11.065,-73,-41,-75,-77,-63,-55,-75,-43,-57,-77,-67,-65,-73,-69,-55,-37,-51,-21,-71,-71,-57,-67,-67,-51,-39,-61,-47,-67
00.11.065,-71,-43,-71,-75,-71,-61,-75,-33,-61,-69,-69,-69,-71,-73,-51,-41,-53,-27,-75,-73,-65,-51,-65,-55,-35,-59,-53,-59
00.11.065,-79,-53,-71,-71,-55,-57,-77,-47,-61,-67,-67,-65,-73,-65,-59,-37,-59,-39,-71,-71,-63,-63,-69,-55,-41,-61,-53,-53
00.11.065,-69,-47,-71,-71,-79,-57,-77,-45,-65,-73,-67,-65,-73,-63,-59,-39,-55,-41,-71,-65,-65,-59,-69,-57,-43,-61,-59,-53
00.11.065,-79,-49,-77,-75,-69,-57,-73,-37,-63,-81,-79,-71,-79,-73,-55,-43,-61,-41,-73,-77,-67,-65,-75,-59,-43,-57,-59,-69
00.11.065,-83,-57,-81,-77,-69,-57,-79,-45,-63,-79,-77,-71,-79,-73,-55,-43,-61,-43,-81,-79,-75,-67,-77,-63,-43,-57,-59,-67
00.11.065,-73,-57,-69,-67,-69,-57,-79,-37,-57,-73,-63,-63,-67,-73,-55,-35,-61,-35,-73,-69,-67,-61,-77,-53,-43,-57,-47,-55
00.11.065,-77,-45,-75,-71,-63,-57,-75,-55,-65,-73,-71,-65,-77,-67,-61,-31,-55,-45,-79,-77,-63,-63,-73,-59,-43,-55,-55,-63
the corridor,-73,-45,-63,-63,-65,-60,-63,-35,-59,-77,-65,-67,-79,-69,-65,-61,-57,-60,-73,-65,-73,-69,-79,-69,-51,-69,-59,-63
the corridor,-71,-45,-61,-73,-61,-60,-69,-37,-65,-79,-67,-69,-75,-67,-63,-61,-63,-47,-71,-63,-69,-63,-79,-63,-63,-69,-59,-63
the corridor,-69,-41,-63,-51,-47,-41,-67,-49,-49,-71,-61,-67,-79,-49,-49,-59,-47,-63,-67,-63,-63,-57,-63,-51,-43,-47,-47,-49
the corridor,-67,-39,-63,-65,-61,-51,-71,-45,-49,-75,-65,-69,-73,-59,-59,-59,-47,-51,-65,-69,-63,-63,-65,-61,-59,-47,-51,-57
the corridor,-63,-43,-55,-53,-45,-49,-57,-45,-41,-59,-55,-53,-59,-49,-59,-51,-35,-45,-59,-67,-53,-57,-61,-59,-55,-47,-49,-59
the corridor,-61,-57,-69,-65,-55,-51,-75,-51,-49,-65,-69,-57,-65,-63,-51,-53,-45,-51,-65,-65,-65,-61,-59,-51,-57,-55,-57,-53
the corridor,-59,-43,-55,-61,-49,-51,-67,-47,-43,-75,-55,-57,-65,-53,-41,-51,-29,-49,-65,-59,-67,-55,-59,-49,-57,-37,-49,-49
the corridor,-63,-49,-63,-71,-67,-51,-71,-59,-51,-69,-71,-61,-75,-69,-47,-61,-39,-55,-77,-67,-61,-57,-69,-53,-51,-45,-57,-57
the corridor,-55,-47,-53,-59,-41,-41,-67,-51,-37,-71,-51,-47,-65,-55,-45,-61,-39,-69,-53,-59,-63,-47,-61,-43,-63,-49,-43,-41
the corridor,-49,-43,-59,-51,-45,-41,-49,-45,-33,-61,-51,-51,-57,-55,-45,-47,-35,-57,-59,-61,-49,-55,-43,-45,-51,-37,-37,-43
the corridor,-57,-49,-59,-49,-47,-43,-59,-59,-41,-71,-53,-59,-63,-55,-35,-55,-49,-53,-65,-53,-51,-47,-49,-43,-57,-53,-39,-47
the corridor,-57,-65,-65,-61,-47,-41,-57,-63,-35,-65,-65,-57,-65,-61,-47,-59,-45,-59,-67,-61,-61,-61,-59,-45,-57,-53,-43,-53
the corridor,-63,-43,-59,-53,-55,-39,-57,-55,-77,-57,-51,-57,-65,-51,-35,-49,-41,-51,-67,-57,-61,-49,-55,-45,-57,-53,-43,-41
the corridor,-63,-57,-61,-63,-55,-39,-63,-63,-77,-59,-53,-53,-57,-59,-35,-59,-45,-65,-59,-63,-63,-49,-57,-45,-57,-61,-55,-41
the corridor,-51,-47,-41,-43,-29,-35,-51,-63,-55,-53,-43,-49,-55,-43,-39,-53,-47,-59,-55,-49,-45,-49,-43,-45,-61,-61,-45,-35
the corridor,-57,-47,-59,-59,-43,-43,-61,-57,-49,-59,-45,-49,-61,-55,-47,-67,-59,-63,-65,-57,-51,-57,-53,-49,-63,-61,-49,-39
the corridor,-67,-51,-61,-57,-39,-51,-63,-55,-51,-53,-45,-49,-53,-57,-41,-61,-49,-53,-51,-61,-41,-49,-47,-49,-71,-45,-57,-41
the corridor,-55,-51,-53,-57,-39,-43,-57,-61,-55,-57,-45,-43,-59,-47,-51,-65,-49,-53,-59,-49,-45,-55,-51,-51,-71,-45,-57,-35
the corridor,-55,-47,-61,-57,-39,-43,-57,-49,-51,-57,-45,-43,-59,-47,-51,-65,-49,-53,-59,-49,-45,-55,-51,-51,-71,-45,-57,-35
the corridor,-59,-55,-67,-59,-53,-53,-63,-51,-65,-67,-53,-51,-69,-49,-49,-71,-59,-61,-63,-61,-49,-49,-57,-59,-65,-59,-57,-43
the corridor,-61,-41,-59,-51,-49,-41,-53,-61,-33,-55,-59,-55,-63,-53,-37,-51,-41,-53,-67,-57,-55,-47,-57,-41,-65,-43,-43,-47
the corridor,-61,-49,-59,-63,-57,-39,-69,-51,-33,-61,-67,-65,-63,-49,-43,-53,-41,-61,-57,-63,-59,-55,-47,-41,-61,-47,-45,-49
the corridor,-61,-41,-59,-63,-57,-39,-57,-41,-45,-61,-57,-57,-63,-61,-43,-53,-43,-61,-67,-63,-59,-49,-47,-41,-61,-47,-45,-51
the corridor,-79,-33,-73,-67,-73,-57,-63,-47,-65,-75,-71,-69,-77,-59,-57,-53,-53,-51,-71,-69,-63,-63,-73,-63,-51,-57,-57,-67
the corridor,-55,-31,-57,-59,-57,-57,-57,-39,-41,-67,-53,-57,-63,-57,-43,-57,-43,-49,-61,-59,-55,-51,-61,-49,-57,-51,-51,-57
the corridor,-59,-41,-71,-69,-63,-55,-65,-39,-43,-73,-73,-63,-67,-71,-61,-49,-47,-39,-67,-67,-63,-65,-67,-59,-41,-53,-51,-59
the corridor,-57,-41,-57,-55,-55,-57,-55,-37,-59,-65,-59,-59,-65,-61,-45,-43,-47,-35,-67,-57,-61,-53,-59,-53,-43,-51,-47,-51
the corridor,-65,-43,-67,-63,-65,-55,-61,-35,-63,-73,-61,-71,-75,-67,-63,-57,-49,-43,-79,-69,-71,-67,-73,-61,-43,-51,-53,-71
the corridor,-59,-27,-59,-53,-45,-43,-49,-45,-41,-63,-59,-61,-65,-55,-43,-45,-43,-49,-65,-69,-55,-55,-59,-49,-51,-39,-41,-41
the corridor,-67,-41,-63,-71,-45,-51,-67,-51,-45,-71,-61,-63,-75,-59,-59,-57,-49,-47,-67,-67,-63,-53,-67,-63,-59,-51,-59,-57
the corridor,-59,-35,-49,-63,-49,-45,-55,-43,-39,-59,-53,-47,-63,-51,-43,-59,-35,-49,-63,-57,-57,-51,-63,-55,-59,-45,-59,-49
the corridor,-51,-45,-53,-49,-43,-37,-59,-55,-25,-65,-51,-57,-63,-57,-39,-59,-41,-61,-61,-51,-49,-57,-57,-41,-63,-43,-45,-51
the corridor,-71,-43,-63,-61,-63,-61,-61,-53,-43,-73,-67,-69,-67,-61,-59,-49,-47,-53,-73,-69,-65,-63,-63,-49,-59,-51,-59,-59
the corridor,-55,-61,-43,-49,-37,-33,-43,-59,-51,-55,-43,-49,-61,-57,-41,-61,-51,-63,-55,-49,-45,-39,-61,-47,-61,-45,-43,-39
the corridor,-57,-47,-65,-55,-43,-33,-61,-55,-51,-65,-51,-47,-61,-61,-41,-61,-47,-67,-63,-67,-51,-49,-59,-47,-67,-49,-43,-53
the corridor,-49,-47,-59,-55,-27,-43,-53,-57,-51,-55,-45,-51,-45,-41,-41,-59,-43,-61,-67,-53,-55,-47,-41,-45,-63,-47,-49,-47
the corridor,-69,-65,-63,-67,-41,-59,-75,-71,-65,-63,-43,-55,-63,-57,-47,-69,-55,-65,-73,-63,-57,-63,-51,-55,-81,-71,-63,-55
the corridor,-55,-51,-49,-45,-45,-55,-61,-57,-59,-49,-39,-37,-51,-39,-43,-61,-51,-65,-45,-47,-37,-43,-51,-49,-63,-71,-45,-33
the corridor,-39,-51,-43,-43,-41,-41,-45,-47,-59,-45,-33,-43,-49,-43,-45,-55,-43,-55,-53,-49,-43,-39,-37,-43,-63,-71,-41,-27
the corridor,-41,-51,-41,-37,-47,-59,-49,-61,-65,-45,-55,-41,-47,-41,-53,-65,-67,-67,-53,-41,-37,-49,-49,-53,-63,-71,-41,-41
the corridor,-57,-67,-47,-47,-39,-45,-57,-53,-59,-61,-47,-41,-51,-41,-41,-63,-51,-59,-55,-53,-41,-45,-45,-47,-65,-47,-47,-35
the corridor,-49,-61,-53,-51,-51,-61,-57,-67,-67,-61,-49,-57,-51,-39,-57,-71,-57,-73,-57,-57,-51,-59,-43,-61,-65,-61,-65,-45
the corridor,-47,-55,-43,-55,-39,-41,-57,-57,-61,-45,-37,-47,-59,-39,-47,-59,-47,-57,-61,-57,-47,-43,-41,-47,-63,-51,-47,-35
the corridor,-49,-63,-59,-51,-61,-59,-59,-67,-65,-55,-53,-49,-57,-57,-67,-77,-67,-75,-55,-55,-59,-49,-57,-65,-81,-71,-61,-45
the corridor,-41,-61,-43,-43,-43,-63,-49,-61,-55,-47,-49,-41,-55,-43,-45,-63,-63,-61,-51,-45,-41,-49,-43,-57,-71,-57,-55,-47
the corridor,-55,-67,-41,-43,-43,-61,-57,-61,-53,-43,-51,-51,-61,-51,-61,-73,-51,-67,-55,-55,-59,-41,-43,-67,-71,-63,-57,-43
the corridor,-49,-65,-29,-37,-55,-59,-41,-69,-65,-41,-53,-43,-51,-51,-67,-69,-63,-63,-47,-45,-43,-41,-61,-59,-71,-71,-61,-47
the corridor,-39,-57,-35,-33,-59,-59,-37,-59,-67,-59,-61,-49,-47,-49,-59,-69,-63,-67,-41,-45,-47,-37,-63,-65,-69,-61,-55,-43
the corridor,-43,-65,-35,-41,-51,-59,-35,-51,-59,-39,-53,-43,-47,-57,-61,-73,-53,-63,-47,-47,-45,-37,-49,-55,-61,-63,-51,-43
the corridor,-37,-65,-47,-49,-65,-59,-37,-61,-71,-49,-61,-63,-55,-57,-61,-73,-69,-71,-35,-41,-51,-41,-57,-55,-71,-63,-51,-49
the corridor,-51,-61,-35,-39,-65,-57,-37,-61,-57,-49,-57,-43,-63,-55,-63,-71,-71,-67,-47,-51,-53,-31,-57,-69,-67,-63,-59,-49
the corridor,-29,-65,-57,-45,-53,-57,-41,-61,-61,-55,-53,-55,-51,-65,-59,-69,-65,-71,-37,-41,-59,-45,-59,-71,-79,-69,-67,-59
the corridor,-35,-65,-43,-57,-51,-57,-43,-67,-65,-55,-63,-47,-57,-61,-61,-69,-55,-67,-41,-39,-47,-43,-55,-55,-79,-69,-67,-49
the corridor,-39,-41,-47,-41,-47,-45,-27,-55,-47,-47,-51,-47,-55,-47,-49,-69,-61,-63,-41,-31,-55,-45,-51,-51,-81,-63,-67,-45
the corridor,-55,-55,-47,-43,-47,-57,-41,-73,-65,-51,-53,-51,-47,-57,-55,-71,-67,-69,-41,-49,-55,-41,-67,-57,-73,-67,-61,-43
the corridor,-49,-63,-31,-43,-57,-55,-47,-67,-59,-39,-51,-59,-47,-47,-57,-69,-65,-73,-43,-47,-47,-47,-59,-67,-77,-61,-57,-55
the corridor,-59,-55,-45,-45,-47,-57,-43,-73,-65,-51,-55,-51,-43,-59,-53,-71,-69,-67,-41,-49,-57,-51,-67,-71,-79,-77,-65,-45
the corridor,-51,-61,-35,-39,-45,-57,-43,-65,-51,-41,-57,-51,-47,-51,-45,-71,-69,-67,-45,-49,-51,-33,-47,-59,-79,-77,-65,-45
the corridor,-47,-61,-39,-35,-55,-63,-57,-57,-57,-51,-61,-59,-51,-51,-61,-71,-49,-71,-53,-49,-59,-41,-59,-65,-69,-77,-69,-59
the corridor,-43,-41,-45,-35,-47,-63,-39,-57,-57,-51,-43,-45,-47,-51,-49,-67,-51,-59,-39,-39,-49,-43,-59,-61,-61,-69,-45,-51
the corridor,-61,-61,-47,-39,-55,-61,-55,-61,-59,-47,-57,-45,-47,-55,-49,-71,-59,-59,-51,-63,-49,-39,-49,-51,-61,-61,-63,-49
the corridor,-55,-53,-45,-45,-41,-57,-63,-49,-55,-51,-37,-41,-45,-39,-47,-57,-47,-61,-51,-57,-49,-47,-43,-53,-71,-61,-45,-35
the corridor,-55,-59,-43,-43,-49,-51,-47,-57,-65,-59,-57,-43,-53,-39,-51,-69,-55,-65,-49,-55,-43,-33,-67,-61,-77,-63,-55,-51
the corridor,-49,-45,-41,-43,-47,-47,-43,-55,-65,-47,-63,-51,-49,-45,-49,-65,-61,-63,-53,-41,-45,-39,-57,-61,-77,-67,-51,-45
the corridor,-41,-59,-47,-43,-45,-55,-45,-61,-59,-49,-55,-57,-45,-51,-51,-65,-65,-69,-53,-43,-49,-39,-49,-49,-77,-67,-51,-45
the corridor,-41,-65,-39,-41,-53,-55,-49,-53,-59,-49,-67,-49,-63,-51,-61,-73,-65,-63,-53,-51,-49,-43,-55,-49,-65,-67,-51,-47
the corridor,-57,-57,-63,-49,-51,-51,-51,-61,-45,-61,-43,-47,-55,-29,-47,-75,-49,-61,-49,-43,-47,-45,-51,-49,-67,-51,-55,-45
the corridor,-57,-53,-47,-51,-47,-49,-57,-63,-45,-55,-49,-43,-45,-39,-47,-59,-59,-61,-55,-49,-45,-57,-49,-55,-65,-51,-45,-41
